Date,Time,Detection,Location,Summary,Image,Status
2025-06-25,12:29:05,NonViolence,101st_INT_PTZ,"The image shows a group of people walking down a hallway or walkway in a building. There are at least five individuals visible, with some walking closer to the camera and others further away. The scene appears to be a public or commercial space, as there are various items and objects present, such as a handbag, a knife, and a cigarette. The overall atmosphere seems to be calm and orderly, with people moving in a typical manner.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625400.jpg,pending
2025-06-25,12:29:00,NonViolence,101st_INT_PTZ,"The image shows a group of people walking down a hallway or walkway in a building. There are at least five individuals visible, with some walking closer to the camera and others further away. The scene appears to be a public or commercial space, as there are various items and objects present, such as a handbag, a knife, and a cigarette. The overall atmosphere seems to be calm and orderly, with people moving in a typical manner.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251931.jpg,pending
2025-06-25,12:28:59,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are walking around. A person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be casual and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251290.jpg,pending
2025-06-25,12:28:52,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are walking around. A person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252197.jpg,pending
2025-06-25,12:28:42,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are walking around. A few individuals are carrying handbags, and one person is holding a knife. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254477.jpg,pending
2025-06-25,12:28:37,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are walking around. A person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625249.jpg,pending
2025-06-25,12:28:33,NonViolence,100_Street_Entracne,"The image shows a security camera view of a large room with a checkered floor. There are two people in the room, one standing near the left side and another person standing near the right side. The person on the right is holding a knife, which is visible in the image.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252167.jpg,pending
2025-06-25,12:28:32,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are walking around. A person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625295.jpg,pending
2025-06-25,12:28:28,NonViolence,100_Street_Entracne,"The image shows a group of people walking around a mall. There are at least five people visible in the scene, with some of them carrying handbags. The mall has a checkered floor and a large TV screen in the background. One person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be casual and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252532.jpg,pending
2025-06-25,12:28:13,NonViolence,100_Street_Entracne,"The image shows a large, empty room with a checkered floor and a few people present. One person is standing near the center of the room, while another person is located towards the right side of the room. There is also a person lying on the floor, and a person is smoking a cigarette. The room appears to be a public space, possibly a mall or a similar location.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253876.jpg,pending
2025-06-25,12:28:11,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are walking around. A person is holding a cell phone, and another person is holding a knife. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625859.jpg,pending
2025-06-25,12:27:57,NonViolence,BAY_Entrance,"The image shows a group of people standing in a large, open space with a tiled floor. There is a counter or display table in the center of the room, and a few individuals are gathered around it. One person is holding a knife, which is visible in the scene. The overall atmosphere appears to be casual and social, with people engaging in conversation and interaction.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251834.jpg,pending
2025-06-25,12:27:50,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are walking around. A person is holding a cell phone, and another person is holding a knife. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625730.jpg,pending
2025-06-25,12:27:45,NonViolence,LRT_Pedway,"The image shows a long walkway with a tiled floor, where two people are walking. One of them is carrying a gun. There is also a caution sign on the floor, indicating a potential hazard.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252713.jpg,pending
2025-06-25,12:27:39,NonViolence,100_Street_Entracne,"The image shows a security camera view of a mall with a checkered floor and a few people walking around. One person is carrying a backpack, and another person is walking towards the camera. There is also a person lying on the floor, and another person is walking away from the camera.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252664.jpg,pending
2025-06-25,12:27:25,NonViolence,BAY_Entrance,"The image shows a group of people standing in a large, open space with tiled floors. There is a counter with a sign on it, and a few people are standing near the counter. One person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be casual and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252381.jpg,pending
2025-06-25,12:27:23,NonViolence,100_Street_Entracne,"The image shows a group of people walking around a mall. There are at least six individuals visible in the scene, with some of them carrying backpacks. One person is pushing a stroller, and another person is smoking a cigarette. The mall has a checkered floor pattern, and there is a large TV screen in the background.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253447.jpg,pending
2025-06-25,12:27:18,NonViolence,100_Street_Entracne,"The image shows a security camera view of a mall or shopping center, where several people are walking around. One person is holding a cell phone, while another person is walking towards a trash can. There is also a person lying on the floor, and a person is fighting a stance. The security camera captures these interactions, providing a comprehensive view of the scene.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253674.jpg,pending
2025-06-25,12:27:09,NonViolence,BAY_Entrance,"The image shows a group of people standing in a large, open space with tiled floors. There is a person in the foreground who appears to be smoking a cigarette. The people seem to be engaged in conversation or observing something in the distance.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254739.jpg,pending
2025-06-25,12:27:08,NonViolence,LRT_Pedway,"The image shows two men walking down a long hallway in a building. One of the men is carrying a knife. There is also a sign that says ""CAUTION: LITTERING CROSSING"".",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252183.jpg,pending
2025-06-25,12:27:02,NonViolence,LRT_Pedway,"The image shows two men walking down a long hallway in a building. One of the men is holding a gun, which is visible in the scene. The hallway appears to be a public or commercial space, as there are several cars parked in the background. The presence of the gun suggests that the situation might be serious or potentially dangerous.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254844.jpg,pending
2025-06-25,12:26:58,NonViolence,BAY_Entrance,"The image shows a busy indoor area with people walking around. There is a person walking towards the camera, and another person is walking away from the camera. A person is also seen walking towards the camera, and another person is walking away from the camera. Additionally, there is a person lying on the floor, and another person is standing in a fighting stance.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254351.jpg,pending
2025-06-25,12:26:42,NonViolence,100_Street_Entracne,"The image shows a large, checkered floor in a public area, with a few people present. One person is lying on the floor, while another person is standing nearby. There is also a person smoking a cigarette. The scene appears to be a public space, possibly a mall or a similar location.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625585.jpg,pending
2025-06-25,12:26:27,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are walking around. A person is holding a cell phone, and another person is holding a handbag. There is also a person lying on the floor, and another person is standing in the middle of the room. The overall atmosphere appears to be casual and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252849.jpg,pending
2025-06-25,12:26:22,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are walking around. A person is holding a cell phone, and another person is holding a suitcase. There is also a person lying on the floor. The overall atmosphere of the scene appears to be casual and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253836.jpg,pending
2025-06-25,12:26:20,NonViolence,101st_INT_PTZ,"The image shows a hallway with a person standing in the middle of it. The hallway appears to be empty, with no other people visible. There is a person lying on the floor in the background, and another person standing near the door. The hallway has a carpeted floor and a railing along the side.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254565.jpg,pending
2025-06-25,12:26:16,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are walking around. A person is holding a cell phone, and another person is holding a knife. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254864.jpg,pending
2025-06-25,12:26:12,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are walking around, while others are standing still. A person is also lying on the floor, possibly resting or sleeping. The overall atmosphere of the scene appears to be calm and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253370.jpg,pending
2025-06-25,12:26:07,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are walking around. A person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251655.jpg,pending
2025-06-25,12:26:01,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are walking around, while others are standing still. A person is also seen lying on the floor. In the background, there is a counter with a sign on it.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252824.jpg,pending
2025-06-25,12:26:00,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with several people walking down it. There is a yellow sign on the floor that reads ""CAUTION: LOCKED-IN"" and a person is lying on the floor.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253300.jpg,pending
2025-06-25,12:25:54,NonViolence,101st_INT_PTZ,"The image shows a group of people walking down a hallway in a building. There are at least five individuals visible, with some walking closer together and others walking at a more casual distance. The hallway appears to be a public or commercial space, as there are various items and signs present, such as a clock, a vending machine, and a sign with a mouth and a cigarette.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254772.jpg,pending
2025-06-25,12:25:51,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some standing and others walking around. A person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253186.jpg,pending
2025-06-25,12:25:46,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are two people in the scene, one standing near the center of the room and another person closer to the right side. The person on the right appears to be in a fighting stance, possibly preparing for an altercation. There is also a small table in the room, and a person is standing near it.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625991.jpg,pending
2025-06-25,12:25:42,NonViolence,100_Street_Entracne,"The image shows a man walking through a large, checkered-tiled room. He is wearing a backpack and appears to be in a fighting stance. There is a large, illuminated globe in the background, and a TV screen is visible on the wall. The man is walking towards the camera, and there is a suitcase in the foreground.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\2025062519.jpg,pending
2025-06-25,12:25:26,NonViolence,100_Street_Entracne,"The image shows a group of people walking around a mall. There are at least nine people visible in the scene, with some of them carrying backpacks. The mall has a checkered floor pattern, and there is a large TV screen in the background. One person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be casual and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253520.jpg,pending
2025-06-25,12:25:16,NonViolence,100_Street_Entracne,"The image shows a group of police officers gathered around a table in a public area, possibly a mall or a similar location. One of the officers is kneeling down, while the others are standing around the table. There is also a person lying on the floor in the scene. The officers appear to be engaged in conversation or discussing something, and there is a visible weapon in the image.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625690.jpg,pending
2025-06-25,12:25:14,NonViolence,LRT_Pedway,"The image shows a long hallway with people walking down it. There is a yellow sign on the floor that reads ""CAUTION: YELLOW LINE"". A person is lying on the floor, and another person is smoking a cigarette.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254125.jpg,pending
2025-06-25,12:25:11,NonViolence,100_Street_Entracne,"The image shows a group of police officers gathered around a table, with one officer kneeling down and another standing nearby. There is also a person lying on the floor in the background. The scene appears to be taking place in a public area, possibly a mall or a similar location.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\2025062571.jpg,pending
2025-06-25,12:25:00,NonViolence,100_Street_Entracne,"The image shows a group of police officers gathered around a table in a public area, possibly a mall or a similar location. One of the officers is holding a knife, and another is holding a gun. The officers appear to be engaged in a tense situation, with one officer lying on the floor and another standing in a fighting stance. The scene suggests that the officers are responding to an incident or an emergency in the area.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252261.jpg,pending
2025-06-25,12:24:57,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people walking around the area, some of them carrying handbags. A person is also seen lying on the floor, possibly in a fighting stance. The overall atmosphere appears to be busy and active.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625462.jpg,pending
2025-06-25,12:24:55,NonViolence,100_Street_Entracne,"The image shows a group of police officers gathered in a public area, possibly a mall or a similar location. They are standing around a table, and one of the officers is holding a knife. The officers appear to be engaged in conversation or observing something in the area.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625439.jpg,pending
2025-06-25,12:24:52,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are sitting. A person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253827.jpg,pending
2025-06-25,12:24:50,NonViolence,100_Street_Entracne,"The image shows a group of police officers gathered in a public area, possibly a mall or a similar location. They are standing around a table, and one of the officers is holding a gun. There are also other people in the scene, some of whom are walking around, and one person is lying on the floor. The overall atmosphere appears to be tense and serious, as the police officers are likely investigating or responding to an incident.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625687.jpg,pending
2025-06-25,12:24:46,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are walking around. A person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254044.jpg,pending
2025-06-25,12:24:43,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with several people walking down the corridor. There is a man walking towards the camera, and another person is walking away from the camera. A yellow sign is visible on the floor, and a man is smoking a cigarette.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254503.jpg,pending
2025-06-25,12:24:40,NonViolence,100_Street_Entracne,"The image shows a group of people, including police officers, gathered in a public area. One of the police officers is kneeling down, while the others are standing around him. There is a TV screen visible in the background, and a person is smoking a cigarette. The overall atmosphere appears to be casual and relaxed, with people engaging in conversation and enjoying their time together.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254350.jpg,pending
2025-06-25,12:24:36,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are walking around, while others are standing or sitting. A few individuals are also interacting with each other. A person is holding a knife, and there is a sign that reads ""WATER"". The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625189.jpg,pending
2025-06-25,12:24:31,NonViolence,BAY_Entrance,"The image shows a group of people standing in a large, open space with a tiled floor. There is a person lying on the floor, and another person is standing near a counter. The people appear to be engaged in conversation or observing something in the distance.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254023.jpg,pending
2025-06-25,12:24:24,NonViolence,100_Street_Entracne,"The image shows a group of people gathered in a lobby, with some individuals standing and others sitting. A police officer is present, standing near a table, and there are other people in the scene. One person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be tense, with people looking at the camera.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251900.jpg,pending
2025-06-25,12:24:20,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some standing and others walking around. A person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253109.jpg,pending
2025-06-25,12:24:14,NonViolence,100_Street_Entracne,"The image shows a group of people in a large room with a checkered floor. There are two police officers standing near a table, and several other people are scattered throughout the room. One person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be tense, with people walking around and interacting with each other.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254367.jpg,pending
2025-06-25,12:24:10,NonViolence,101st_INT_PTZ,"The image shows a group of people walking through a mall or shopping center. There are at least six individuals visible, with some walking in pairs and others walking alone. One person is bending over, possibly picking something up from the floor. The overall atmosphere appears to be casual and relaxed, as the people are moving through the space.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252895.jpg,pending
2025-06-25,12:24:05,NonViolence,BAY_Entrance,"The image shows a group of people standing in a large, open space with a tiled floor. There is a person lying on the floor, and another person is standing near a table. The people appear to be engaged in conversation or observing something in the distance.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252732.jpg,pending
2025-06-25,12:23:48,NonViolence,100_Street_Entracne,"The image shows three people in a room with a checkered floor. One person is standing near a counter, while the other two are standing closer to the center of the room. There is a TV screen in the background, and a person is holding a knife. The person holding the knife appears to be in a fighting stance.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251892.jpg,pending
2025-06-25,12:23:43,NonViolence,100_Street_Entracne,"The image shows a group of people gathered in a large room with a checkered floor. There are two police officers standing near a table, and one person is holding a knife. Another person is lying on the floor, and a third person is smoking a cigarette. The scene appears to be a public area or a gathering place.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251032.jpg,pending
2025-06-25,12:23:38,NonViolence,100_Street_Entracne,"The image shows a group of people gathered around a table in a public area, possibly a mall or a similar location. There are two police officers present, one of whom is holding a gun. The other officers appear to be engaged in conversation or observing the situation.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252999.jpg,pending
2025-06-25,12:23:33,NonViolence,100_Street_Entracne,"The image shows a group of people gathered in a large room with a checkered floor. There are two police officers standing near a counter, and a woman is talking on the phone. A man is also standing near the counter, and another person is walking in the background. A woman is seen smoking a cigarette, and a man is lying on the floor.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254527.jpg,pending
2025-06-25,12:23:29,NonViolence,BAY_Entrance,"The image shows a man running through a large, open space with tiled floors. There are several other people in the scene, some of whom are walking or standing. A person is also seen lying on the floor, possibly in a fighting stance. The overall atmosphere appears to be chaotic and disorganized.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253626.jpg,pending
2025-06-25,12:23:27,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with several people walking down the corridor. There is a yellow sign on the floor that reads ""CAUTION: YELLOW LINE"". A man is standing in the corridor, looking at his cell phone, while another person is holding a mop. There is also a person in the background who appears to be smoking.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254670.jpg,pending
2025-06-25,12:23:23,NonViolence,BAY_Entrance,"The image shows a man running through a large, open space with tiled floors. There are several other people in the scene, some of whom are walking or standing. A person is also seen lying on the floor, and a knife is visible in the image. The overall atmosphere appears to be casual and relaxed, with people engaging in various activities within the space.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253559.jpg,pending
2025-06-25,12:23:23,NonViolence,100_Street_Entracne,"The image shows a group of people in a large room with a checkered floor. Some people are standing, while others are sitting or walking around. There is a police officer standing near a counter, and a person is seen holding a knife. Additionally, there is a person lying on the floor. The overall atmosphere appears to be tense, with people interacting and possibly engaged in a confrontation.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\2025062539.jpg,pending
2025-06-25,12:23:22,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with several people walking down it. There is a yellow sign on the floor that reads ""CAUTION: YELLOW LINE"". A person is seen smoking a cigarette, and another person is holding a mop.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625575.jpg,pending
2025-06-25,12:23:19,NonViolence,BAY_Entrance,"The image shows a man running through a large, open space with tiled floors. There are several other people in the scene, some of whom are walking or standing. A person is also seen lying on the floor, and a knife is visible in the image. The overall atmosphere appears to be chaotic and potentially dangerous.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253034.jpg,pending
2025-06-25,12:23:18,NonViolence,100_Street_Entracne,"The image shows a group of people gathered around a table in a public area, with some individuals standing and others sitting. There is a police officer among the group, and a person is seen smoking a cigarette. The scene appears to be a public space, possibly a mall or a similar location.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251616.jpg,pending
2025-06-25,12:23:14,NonViolence,BAY_Entrance,"The image shows a man running through a large, open space with tiled floors. There are other people in the scene, some of whom are walking or standing. A person is lying on the floor, and another person is holding a knife. The overall atmosphere appears to be tense and potentially dangerous.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251920.jpg,pending
2025-06-25,12:23:07,NonViolence,100_Street_Entracne,"The image shows a group of people in a large room with a checkered floor. There are two police officers standing near a table, and a woman is sitting on the floor. One of the individuals appears to be smoking a cigarette. The overall atmosphere seems to be casual and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253778.jpg,pending
2025-06-25,12:23:02,NonViolence,100_Street_Entracne,"The image shows a group of people gathered in a large room with a checkered floor. Some individuals are standing, while others are sitting or standing in various positions. There is a person holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be casual and social.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625487.jpg,pending
2025-06-25,12:22:59,NonViolence,101st_INT_PTZ,"The image shows a group of people walking through a building, with some individuals carrying handbags. There is also a person lying on the floor in the middle of the scene. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252457.jpg,pending
2025-06-25,12:22:57,NonViolence,100_Street_Entracne,"The image shows a group of people in a public area, with some individuals standing and others sitting. There is a police officer interacting with a person, and a woman is seen smoking. A knife is also visible in the scene. The overall atmosphere appears to be casual and relaxed, with people engaging in various activities.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254254.jpg,pending
2025-06-25,12:22:52,NonViolence,BAY_Entrance,"The image shows a security guard walking through a mall, with other people in the background. There is a person with a backpack and a knife visible in the scene. The security guard appears to be in a fighting stance, suggesting a tense situation or an emergency.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251928.jpg,pending
2025-06-25,12:22:48,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some standing and others walking around. A person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252087.jpg,pending
2025-06-25,12:22:47,NonViolence,100_Street_Entracne,"The image shows a group of people in a public area, with some individuals standing and others sitting. There are two police officers present, one of whom is holding a gun. The scene appears to be tense, with the police officers engaged in a confrontation.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251695.jpg,pending
